t_opn,state,l,collateral,pnl,close,t_hours,cost_rate,pool,position_id,perp_share,perp_t_max,ret,liq,t_max,lp_cls,x
2025-02-22 10:09:00,highvol,20.0,16.40074520058844,-4.662945866740225,t_max,12.0,0.3936178848141225,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,-0.28431304856641054,0,1,0,1
2025-02-22 22:10:00,lowvol,30.0,16.30004661767447,-11.416397153493989,liq,9.0,0.4401012586772108,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,-0.7003904603018103,1,0,0,1
2025-02-23 15:47:00,highvol,20.0,15.763645811766928,4.897158271264109,t_max,12.0,0.37832749948240635,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,0.3106615265111182,0,1,0,1
2025-02-24 03:48:00,highvol,20.0,15.878410457073414,10.408310549060483,t_max,12.0,0.381081850969762,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,0.6555007868828491,0,1,0,1
2025-02-10 08:57:00,lowvol,30.0,248.21710576346996,-58.41922305366483,,7.0,5.212559221032869,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,926212_0x7df8bd7214cd2153f181a201c50a2de4726e391e,0.05,12,-0.23535534698133753,0,0,1,1
2024-12-30 18:48:00,highvol,20.0,407.16943884131666,106.59632819012381,t_max,12.0,9.772066532191598,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,894280_0x41c5342f0a91ecaea0ecc39a77220b37ef8ba547,0.05,12,0.26179845052581874,0,1,0,1
2024-12-16 23:17:00,midvol,25.0,405.64394363229223,11.4210724049987,t_max,12.0,12.169318308968766,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,877788_0x425e02666213ca32bf3a60dae1b32964c523ebab,0.05,12,0.028155412115191503,0,1,0,1
2024-12-17 22:46:00,highvol,20.0,401.3165286864803,-20.44607625729435,,4.0,3.2105322294918426,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,877788_0x425e02666213ca32bf3a60dae1b32964c523ebab,0.05,12,-0.05094750601031785,0,0,1,1
2025-02-19 14:48:00,highvol,20.0,0.7580219043470596,-0.15377850370610055,t_max,12.0,0.018192525704329436,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,932094_0x426a4494a95ad8fcf2eeae4c6c731473a95d58c6,0.05,12,-0.202868153049695,0,1,0,1
2025-02-20 05:55:00,lowvol,30.0,0.7541270346823639,-0.07837492383262268,t_max,12.0,0.027148573248565105,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,932094_0x426a4494a95ad8fcf2eeae4c6c731473a95d58c6,0.05,12,-0.10392801242781857,0,1,0,1
2025-02-20 21:45:00,midvol,25.0,0.750198290822005,-0.33439197631891504,t_max,12.0,0.02250594872466015,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,932094_0x426a4494a95ad8fcf2eeae4c6c731473a95d58c6,0.05,12,-0.44573812072074454,0,1,0,1
2025-02-21 15:40:00,highvol,20.0,0.7336896382569988,0.2800413940953813,t_max,12.0,0.01760855131816797,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,932094_0x426a4494a95ad8fcf2eeae4c6c731473a95d58c6,0.05,12,0.3816891768577596,0,1,0,1
2025-02-22 04:03:00,highvol,20.0,0.7401565034718106,-0.636305560716221,t_max,12.0,0.017763756083323454,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,932094_0x426a4494a95ad8fcf2eeae4c6c731473a95d58c6,0.05,12,-0.8596905623763869,0,1,0,1
2025-02-24 03:31:00,highvol,20.0,0.7164473617082163,0.3239193334918031,t_max,12.0,0.01719473668099719,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,932094_0x426a4494a95ad8fcf2eeae4c6c731473a95d58c6,0.05,12,0.4521188168234528,0,1,0,1
2025-02-24 17:21:00,highvol,20.0,0.7249451060352425,0.9146419184970417,t_max,12.0,0.017398682544845823,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,932094_0x426a4494a95ad8fcf2eeae4c6c731473a95d58c6,0.05,12,1.261670588410838,0,1,0,1
2025-02-19 22:35:00,midvol,25.0,0.7002808793380599,-0.1800845576271266,t_max,12.0,0.021008426380141797,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,932352_0x439de9deda3e22ae71c9ddc468922cfe084bb65f,0.05,12,-0.25716046652216384,0,1,0,1
2025-02-20 10:36:00,lowvol,30.0,0.6938751140108068,-0.03271902930381374,,1.0,0.0020816253420324208,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,932352_0x439de9deda3e22ae71c9ddc468922cfe084bb65f,0.05,12,-0.047154060785791714,0,0,1,1
